t,v
15-01-2021 03:08,312.5749
15-01-2021 03:08,307.1856
15-01-2021 03:08,302.3952
15-01-2021 03:08,299.1018
15-01-2021 04:59,293.1138
15-01-2021 06:49,290.1198
15-01-2021 06:49,285.6288
15-01-2021 08:39,280.2395
15-01-2021 16:00,288.3234
15-01-2021 21:30,283.5329
15-01-2021 21:30,279.0419
15-01-2021 21:30,274.5509
16-01-2021 01:10,267.9641
16-01-2021 01:10,263.1737
16-01-2021 01:10,259.2814
16-01-2021 03:00,255.0898
16-01-2021 10:21,250.5988
16-01-2021 10:21,245.8084
16-01-2021 12:11,241.3174
16-01-2021 12:11,237.7246
16-01-2021 15:52,234.1317
16-01-2021 15:52,229.6407
17-01-2021 02:53,231.1377
17-01-2021 02:53,237.7246
17-01-2021 06:33,241.6167
17-01-2021 06:33,245.509
17-01-2021 06:33,249.4012
17-01-2021 08:23,253.2934
17-01-2021 12:03,256.2874
17-01-2021 13:54,259.5808
17-01-2021 17:34,262.8743
18-01-2021 04:35,260.7785
18-01-2021 04:35,264.3713
18-01-2021 02:45,267.3653
18-01-2021 02:45,271.2575
18-01-2021 02:45,277.8443
18-01-2021 02:45,284.7306
18-01-2021 02:45,289.521
18-01-2021 08:15,293.4132
18-01-2021 06:25,298.503
18-01-2021 06:25,305.3892
18-01-2021 06:25,310.7785
18-01-2021 06:25,315.2695
18-01-2021 13:46,318.8623
18-01-2021 17:26,322.7545
19-01-2021 00:47,316.4671
19-01-2021 04:27,312.5749
19-01-2021 08:07,308.0838
19-01-2021 11:48,304.1916
19-01-2021 11:48,300.5988
19-01-2021 13:38,297.006
19-01-2021 17:18,293.7126
19-01-2021 20:59,306.2874
20-01-2021 00:39,310.1797
20-01-2021 00:39,312.2755
20-01-2021 08:00,315.5689
20-01-2021 13:30,319.1617
20-01-2021 15:20,323.9521
21-01-2021 00:31,312.5749
21-01-2021 00:31,308.0838
21-01-2021 04:11,300.8982
21-01-2021 04:11,295.509
21-01-2021 04:11,290.4192
21-01-2021 04:11,285.9282
21-01-2021 04:11,280.2395
21-01-2021 07:52,275.4491
21-01-2021 07:52,269.7605
21-01-2021 09:42,262.5749
21-01-2021 09:42,256.8862
21-01-2021 09:42,250.5988
